,Admin Institution,State,Total,Year
0,Deakin University,VIC,463652.0,2015
1,Sydney Local Health Network,NSW,419180.0,2015
2,James Cook University,QLD,419180.0,2015
3,University of Melbourne,VIC,419180.0,2015
4,University of Adelaide,SA,419180.0,2015
5,University of Western Sydney,NSW,419180.0,2015
6,University of New South Wales,NSW,463652.0,2015
7,University of Queensland,QLD,463652.0,2015
8,Monash University,VIC,419180.0,2015
9,Victor Chang Cardiac Research Institute,NSW,419180.0,2015
10,St Vincent's Institute of Medical Research,VIC,463652.0,2015
11,Monash University,VIC,463652.0,2015
12,University of Queensland,QLD,463652.0,2015
13,University of Sydney,NSW,463652.0,2015
14,Walter and Eliza Hall Institute,VIC,463652.0,2015
15,Griffith University,QLD,419180.0,2015
16,University of Melbourne,VIC,419180.0,2015
17,Walter and Eliza Hall Institute,VIC,463652.0,2015
18,University of Sydney,NSW,463652.0,2015
19,University of Queensland,QLD,419180.0,2015
20,University of Sydney,NSW,419180.0,2015
21,Monash University,VIC,419180.0,2015
22,University of Sydney,NSW,419180.0,2015
23,Deakin University,VIC,419180.0,2015
24,University of Queensland,QLD,419180.0,2015
25,Walter and Eliza Hall Institute,VIC,419180.0,2015
26,University of Melbourne,VIC,419180.0,2015
27,Deakin University,VIC,463652.0,2015
28,University of Queensland,QLD,419180.0,2015
29,University of Sydney,NSW,463652.0,2015
30,Murdoch Childrens Research Institute,VIC,419180.0,2015
31,University of Tasmania,TAS,463652.0,2015
32,University of New South Wales,NSW,419180.0,2015
33,Garvan Institute of Medical Research,NSW,419180.0,2015
34,University of Queensland,QLD,463652.0,2015
35,University of Melbourne,VIC,419180.0,2015
36,Murdoch Childrens Research Institute,VIC,419180.0,2015
37,Monash University,VIC,419180.0,2015
38,Baker IDI Heart and Diabetes Institute,VIC,419180.0,2015
39,Walter and Eliza Hall Institute,VIC,463652.0,2015
40,University of Technology Sydney,NSW,463652.0,2015
41,University of Melbourne,VIC,463652.0,2015
42,University of Newcastle,NSW,463652.0,2015
43,University of Sydney,NSW,419180.0,2015
44,University of Melbourne,VIC,463652.0,2015
45,University of Adelaide,SA,419180.0,2015
46,University of Sydney,NSW,463652.0,2015
47,University of Western Australia,WA,293426.0,2015
48,University of Western Australia,WA,293426.0,2015
49,Queensland Institute of Medical Research,QLD,463652.0,2015
50,University of Sydney,NSW,463652.0,2015
51,University of Melbourne,VIC,419180.0,2015
52,Queensland Institute of Medical Research,QLD,463652.0,2015
53,University of New South Wales,NSW,463652.0,2015
54,University of Sydney,NSW,463652.0,2015
55,Murdoch Childrens Research Institute,VIC,314644.0,2015
56,Monash University,VIC,344724.0,2015
57,University of Tasmania,TAS,314644.0,2015
58,University of Sydney,NSW,314644.0,2015
59,Monash University,VIC,490096.0,2015
60,University of Queensland,QLD,314644.0,2015
61,Centre for Eye Research Australia Ltd,VIC,366252.0,2015
62,Queensland University of Technology,QLD,314644.0,2015
63,University of South Australia,SA,314644.0,2015
64,University of Western Australia,WA,262250.8,2015
65,Menzies School of Health Research,NT,314644.0,2015
66,University of New South Wales,NSW,392052.0,2015
67,University of Western Australia,WA,187322.0,2015
68,University of Melbourne,VIC,187322.0,2015
69,University of Sydney,NSW,314644.0,2015
70,Central Queensland University,QLD,314644.0,2015
71,University of New South Wales,NSW,314644.0,2015
72,University of New South Wales,NSW,314644.0,2015
73,Australian National University,ACT,393972.0,2015
74,Walter and Eliza Hall Institute,VIC,354156.0,2015
75,University of Melbourne,VIC,370860.0,2015
76,Monash University,VIC,314644.0,2015
77,University of Queensland,QLD,314644.0,2015
78,Monash University,VIC,314644.0,2015
79,Monash University,VIC,470964.0,2015
80,Monash University,VIC,314644.0,2015
81,University of Melbourne,VIC,314644.0,2015
82,University of Queensland,QLD,314644.0,2015
83,Monash University,VIC,314644.0,2015
84,Walter and Eliza Hall Institute,VIC,433854.0,2015
85,Queensland Institute of Medical Research,QLD,314644.0,2015
86,University of Adelaide,SA,374676.0,2015
87,University of Melbourne,VIC,187322.0,2015
88,University of Queensland,QLD,344644.0,2015
89,University of Queensland,QLD,314644.0,2015
90,Centre for Eye Research Australia Ltd,VIC,187322.0,2015
91,University of New South Wales,NSW,314644.0,2015
92,Monash University,VIC,314644.0,2015
93,Centre for Eye Research Australia Ltd,VIC,329644.0,2015
94,University of Melbourne,VIC,314644.0,2015
95,La Trobe University,VIC,359916.0,2015
96,Australian National University,ACT,314644.0,2015
97,University of Western Australia,WA,314644.0,2015
98,University of New South Wales,NSW,344644.0,2015
99,University of Adelaide,SA,387804.0,2015
100,University of Sydney,NSW,314644.0,2015
101,Garvan Institute of Medical Research,NSW,463854.0,2015
102,Monash University,VIC,314644.0,2015
103,University of Sydney,NSW,371052.0,2015
104,St Vincent's Institute of Medical Research,VIC,396252.0,2015
105,Australian National University,ACT,351852.0,2015
106,Monash University,VIC,354156.0,2015
107,University of Queensland,QLD,314644.0,2015
108,University of Sydney,NSW,314644.0,2015
109,Garvan Institute of Medical Research,NSW,314644.0,2015
110,Monash University,VIC,314644.0,2015
111,University of Sydney,NSW,366252.0,2015
112,Monash University,VIC,314644.0,2015
113,University of Sydney,NSW,314644.0,2015
114,University of Melbourne,VIC,224786.4,2015
115,University of Adelaide,SA,340068.0,2015
116,University of Adelaide,SA,333900.0,2015
117,University of Melbourne,VIC,314644.0,2015
118,University of Queensland,QLD,333900.0,2015
119,Macfarlane Burnet Institute for Medical Research and Public Health,VIC,344644.0,2015
120,Murdoch Childrens Research Institute,VIC,262250.8,2015
121,University of Queensland,QLD,187322.0,2015
122,Griffith University,QLD,314644.0,2015
123,University of Queensland,QLD,314644.0,2015
124,Queensland Institute of Medical Research,QLD,370668.0,2015
125,University of Sydney,NSW,314644.0,2015
126,Queensland Institute of Medical Research,QLD,314644.0,2015
127,Monash University,VIC,251715.2,2015
128,University of Western Australia,WA,335292.0,2015
129,Queensland Institute of Medical Research,QLD,366252.0,2015
130,Monash University,VIC,262250.8,2015
131,Monash University,VIC,402396.0,2015
132,University of Melbourne,VIC,314644.0,2015
133,University of Sydney,NSW,314644.0,2015
134,University of Sydney,NSW,314644.0,2015
135,University of New South Wales,NSW,188786.4,2015
136,Macquarie University,NSW,314644.0,2015
137,University of Queensland,QLD,314644.0,2015
138,Monash University,VIC,351852.0,2015
139,Monash University,VIC,392052.0,2015
140,University of Newcastle,NSW,314644.0,2015
141,Queensland Institute of Medical Research,QLD,314644.0,2015
142,South Australian Health and Medical Research Institute (SAHMRI),SA,366252.0,2015
143,Monash University,VIC,314644.0,2015
144,Monash University,VIC,314644.0,2015
145,Monash University,VIC,187322.0,2015
146,University of South Australia,SA,314644.0,2015
147,Monash University,VIC,314644.0,2015
148,University of Sydney,NSW,314644.0,2015
149,University of New South Wales,NSW,314644.0,2015
150,University of New South Wales,NSW,314644.0,2015
151,University of Melbourne,VIC,344644.0,2015
152,St Vincent's Institute of Medical Research,VIC,354156.0,2015
153,University of Adelaide,SA,314644.0,2015
154,Monash University,VIC,314644.0,2015
155,Australian Catholic University,NSW,314644.0,2015
156,RMIT University,VIC,314644.0,2015
157,University of Adelaide,SA,329644.0,2015
158,University of Melbourne,VIC,344644.0,2015
159,University of Adelaide,SA,337179.6,2015
160,Murdoch Childrens Research Institute,VIC,314644.0,2015
161,University of Newcastle,NSW,314644.0,2015
162,Menzies School of Health Research,NT,314644.0,2015
163,Monash University,VIC,344644.0,2015
164,Menzies School of Health Research,NT,314644.0,2015
165,South Australian Health and Medical Research Institute (SAHMRI),SA,314644.0,2015
166,University of New South Wales,NSW,622655.0,2015
167,University of Queensland,QLD,622655.0,2015
168,University of Queensland,QLD,622655.0,2015
169,Australian National University,ACT,622655.0,2015
170,Walter and Eliza Hall Institute,VIC,622655.0,2015
171,University of Adelaide,SA,622655.0,2015
172,University of South Australia,SA,622655.0,2015
173,Baker IDI Heart and Diabetes Institute,VIC,622655.0,2015
174,University of Sydney,NSW,622655.0,2015
175,Australian National University,ACT,622655.0,2015
176,Murdoch Childrens Research Institute,VIC,622655.0,2015
177,University of Tasmania,TAS,622655.0,2015
178,Monash University,VIC,622655.0,2015
179,University of South Australia,SA,622655.0,2015
180,University of New South Wales,NSW,622655.0,2015
181,University of Queensland,QLD,622655.0,2015
182,University of Queensland,QLD,622655.0,2015
183,Victor Chang Cardiac Research Institute,NSW,622655.0,2015
184,University of Melbourne,VIC,622655.0,2015
185,Queensland Institute of Medical Research,QLD,687975.0,2015
186,University of Adelaide,SA,687975.0,2015
187,University of Sydney,NSW,687975.0,2015
188,University of Sydney,NSW,687975.0,2015
189,Macquarie University,NSW,687975.0,2015
190,University of Wollongong,NSW,687975.0,2015
191,University of Adelaide,SA,687975.0,2015
192,Murdoch Childrens Research Institute,VIC,687975.0,2015
193,Baker IDI Heart and Diabetes Institute,VIC,687975.0,2015
194,University of Newcastle,NSW,687975.0,2015
195,University of Queensland,QLD,687975.0,2015
196,University of Melbourne,VIC,687975.0,2015
197,University of Queensland,QLD,687975.0,2015
198,University of Queensland,QLD,687975.0,2015
199,University of Melbourne,VIC,687975.0,2015
200,South Australian Health and Medical Research Institute (SAHMRI),SA,753300.0,2015
201,University of Queensland,QLD,753300.0,2015
202,Garvan Institute of Medical Research,NSW,753300.0,2015
203,University of Queensland,QLD,753300.0,2015
204,Australian National University,ACT,753300.0,2015
205,Cancer Council Victoria,VIC,753300.0,2015
206,University of Sydney,NSW,753300.0,2015
207,Garvan Institute of Medical Research,NSW,753300.0,2015
208,University of Melbourne,VIC,753300.0,2015
209,University of Melbourne,VIC,753300.0,2015
210,Monash University,VIC,753300.0,2015
211,Walter and Eliza Hall Institute,VIC,753300.0,2015
212,University of Sydney,NSW,828300.0,2015
213,University of Melbourne,VIC,828300.0,2015
214,Centre for Eye Research Australia Ltd,VIC,828300.0,2015
215,University of Melbourne,VIC,851980.0,2015
216,Walter and Eliza Hall Institute,VIC,851980.0,2015
217,University of Queensland,QLD,851980.0,2015
218,University of South Australia,SA,851980.0,2015
219,Macfarlane Burnet Institute for Medical Research and Public Health,VIC,851980.0,2015
220,University of New South Wales,NSW,851980.0,2015
221,University of Sydney,NSW,851980.0,2015
222,Victor Chang Cardiac Research Institute,NSW,851980.0,2015
223,University of Melbourne,VIC,851980.0,2015
224,University of Sydney,NSW,851980.0,2015
225,Monash University,VIC,851980.0,2015
226,University of South Australia,SA,851980.0,2015
227,University of Melbourne,VIC,851980.0,2015
228,University of Queensland,QLD,926980.0,2015
229,Queensland Institute of Medical Research,QLD,926980.0,2015
230,Monash University,VIC,926980.0,2015
231,University of Sydney,NSW,926980.0,2015
232,University of Melbourne,VIC,926980.0,2015
233,Queensland Institute of Medical Research,QLD,926980.0,2015
234,Queensland Institute of Medical Research,QLD,926980.0,2015
235,University of South Australia,SA,851980.0,2015
236,Swinburne University of Technology,VIC,318768.0,2016
237,La Trobe University,VIC,318768.0,2016
238,La Trobe University,VIC,255014.4,2016
239,University of New South Wales,NSW,318768.0,2016
240,University of Melbourne,VIC,318768.0,2016
241,University of Queensland,QLD,318768.0,2016
242,University of Queensland,QLD,189384.0,2016
243,University of Melbourne,VIC,318768.0,2016
244,University of Newcastle,NSW,318768.0,2016
245,University of Queensland,QLD,265137.6,2016
246,University of Sydney,NSW,318768.0,2016
247,Monash University,VIC,318768.0,2016
248,University of Sydney,NSW,318768.0,2016
249,Deakin University,VIC,318768.0,2016
250,University of Newcastle,NSW,318768.0,2016
251,Murdoch Childrens Research Institute,VIC,318768.0,2016
252,Menzies School of Health Research,NT,318768.0,2016
253,Menzies School of Health Research,NT,303014.4,2016
254,University of Sydney,NSW,340891.2,2016
255,University of Melbourne,VIC,223137.6,2016
256,University of Melbourne,VIC,340891.2,2016
257,University of Melbourne,VIC,318768.0,2016
258,Griffith University,QLD,318768.0,2016
259,Menzies School of Health Research,NT,318768.0,2016
260,University of Melbourne,VIC,318768.0,2016
261,University of Queensland,QLD,318768.0,2016
262,Macquarie University,NSW,318768.0,2016
263,University of Melbourne,VIC,303014.4,2016
264,University of Queensland,QLD,318768.0,2016
265,University of Queensland,QLD,318768.0,2016
266,University of New South Wales,NSW,255014.4,2016
267,University of Melbourne,VIC,318768.0,2016
268,University of Melbourne,VIC,265137.6,2016
269,University of Sydney,NSW,318768.0,2016
270,University of Tasmania,TAS,318768.0,2016
271,Monash University,VIC,318768.0,2016
272,University of Sydney,NSW,318768.0,2016
273,University of New South Wales,NSW,318768.0,2016
274,Murdoch Childrens Research Institute,VIC,318768.0,2016
275,University of South Australia,SA,318768.0,2016
276,Monash University,VIC,318768.0,2016
277,University of Melbourne,VIC,303014.4,2016
278,University of New South Wales,NSW,318768.0,2016
279,University of Queensland,QLD,318768.0,2016
280,Menzies School of Health Research,NT,189384.0,2016
281,University of Melbourne,VIC,318768.0,2016
282,University of Melbourne,VIC,303014.4,2016
283,Centenary Institute of Cancer Medicine and Cell Biology,NSW,318768.0,2016
284,Walter and Eliza Hall Institute,VIC,318768.0,2016
285,James Cook University,QLD,318768.0,2016
286,Macquarie University,NSW,318768.0,2016
287,University of Sydney,NSW,318768.0,2016
288,University of Queensland,QLD,318768.0,2016
289,Deakin University,VIC,318768.0,2016
290,Walter and Eliza Hall Institute,VIC,318768.0,2016
291,University of New South Wales,NSW,189384.0,2016
292,Monash University,VIC,265137.6,2016
293,Queensland Institute of Medical Research,QLD,318768.0,2016
294,University of Sydney,NSW,348768.0,2016
295,University of Adelaide,SA,318768.0,2016
296,Monash University,VIC,318768.0,2016
297,University of Newcastle,NSW,318768.0,2016
298,University of Western Australia,WA,303014.4,2016
299,University of Sydney,NSW,318768.0,2016
300,University of South Australia,SA,318768.0,2016
301,Walter and Eliza Hall Institute,VIC,318768.0,2016
302,Monash University,VIC,318768.0,2016
303,Central Queensland University,QLD,318768.0,2016
304,Murdoch Childrens Research Institute,VIC,265137.6,2016
305,University of Wollongong,NSW,318768.0,2016
306,South Australian Health and Medical Research Institute (SAHMRI),SA,318768.0,2016
307,University of New South Wales,NSW,318768.0,2016
308,Baker IDI Heart and Diabetes Institute,VIC,318768.0,2016
309,Metro South Hospital and Health Service,QLD,189384.0,2016
310,Murdoch Childrens Research Institute,VIC,318768.0,2016
311,Monash University,VIC,255014.4,2016
312,Murdoch Childrens Research Institute,VIC,318768.0,2016
313,University of Melbourne,VIC,318768.0,2016
314,Murdoch Childrens Research Institute,VIC,318768.0,2016
315,University of Adelaide,SA,318768.0,2016
316,University of New South Wales,NSW,318768.0,2016
317,Centre for Eye Research Australia Ltd,VIC,189384.0,2016
318,Australian National University,ACT,318768.0,2016
319,Murdoch Childrens Research Institute,VIC,318768.0,2016
320,University of Newcastle,NSW,318768.0,2016
321,Bionic Ear Institute,VIC,227260.8,2016
322,University of New South Wales,NSW,318768.0,2016
323,Macfarlane Burnet Institute for Medical Research and Public Health,VIC,318768.0,2016
324,University of Sydney,NSW,318768.0,2016
325,Flinders University,SA,189384.0,2016
326,Monash University,VIC,189384.0,2016
327,University of Western Australia,WA,189384.0,2016
328,Baker IDI Heart and Diabetes Institute,VIC,419768.0,2016
329,University of South Australia,SA,408768.0,2016
330,University of New South Wales,NSW,408768.0,2016
331,Australian National University,ACT,408768.0,2016
332,Walter and Eliza Hall Institute,VIC,408768.0,2016
333,La Trobe University,VIC,408768.0,2016
334,University of Western Australia,WA,408768.0,2016
335,Australian National University,ACT,408768.0,2016
336,University of Sydney,NSW,408768.0,2016
337,Macfarlane Burnet Institute for Medical Research and Public Health,VIC,408768.0,2016
338,University of Sydney,NSW,408768.0,2016
339,Walter and Eliza Hall Institute,VIC,408768.0,2016
340,University of Sydney,NSW,408768.0,2016
341,Centenary Institute of Cancer Medicine and Cell Biology,NSW,438768.0,2016
342,University of Sydney,NSW,408768.0,2016
343,University of New South Wales,NSW,438768.0,2016
344,University of Queensland,QLD,408768.0,2016
345,University of South Australia,SA,408768.0,2016
346,St Vincent's Institute of Medical Research,VIC,408768.0,2016
347,Monash University,VIC,408768.0,2016
348,University of Newcastle,NSW,408768.0,2016
349,University of Sydney,NSW,384768.0,2016
350,University of Sydney,NSW,408768.0,2016
351,Monash University,VIC,408768.0,2016
352,University of New South Wales,NSW,408768.0,2016
353,Florey Institute of Neuroscience and Mental Health,VIC,763845.0,2016
354,Walter and Eliza Hall Institute,VIC,863910.0,2016
355,Garvan Institute of Medical Research,NSW,938910.0,2016
356,Walter and Eliza Hall Institute,VIC,863910.0,2016
357,University of New South Wales,NSW,631370.0,2016
358,Victor Chang Cardiac Research Institute,NSW,838845.0,2016
359,Walter and Eliza Hall Institute,VIC,706370.0,2016
360,University of Western Australia,WA,631370.0,2016
361,Australian National University,ACT,763845.0,2016
362,University of Queensland,QLD,863910.0,2016
363,Monash University,VIC,631370.0,2016
364,University of Melbourne,VIC,863910.0,2016
365,Queensland Institute of Medical Research,QLD,863910.0,2016
366,University of Sydney,NSW,863910.0,2016
367,University of New South Wales,NSW,763845.0,2016
368,Walter and Eliza Hall Institute,VIC,706370.0,2016
369,University of Western Australia,WA,697605.0,2016
370,University of Melbourne,VIC,763845.0,2016
371,Florey Institute of Neuroscience and Mental Health,VIC,763845.0,2016
372,St Vincent's Institute of Medical Research,VIC,631370.0,2016
373,University of New South Wales,NSW,938910.0,2016
374,St Vincent's Institute of Medical Research,VIC,863910.0,2016
375,Monash University,VIC,838845.0,2016
376,University of New South Wales,NSW,838845.0,2016
377,Baker IDI Heart and Diabetes Institute,VIC,763845.0,2016
378,Walter and Eliza Hall Institute,VIC,863910.0,2016
379,University of Western Australia,WA,631370.0,2016
380,Florey Institute of Neuroscience and Mental Health,VIC,763845.0,2016
381,Monash University,VIC,763845.0,2016
382,James Cook University,QLD,938910.0,2016
383,University of Western Australia,WA,838845.0,2016
384,Monash University,VIC,938910.0,2016
385,University of New South Wales,NSW,772605.0,2016
386,Murdoch Childrens Research Institute,VIC,763845.0,2016
387,Monash University,VIC,763845.0,2016
388,University of Melbourne,VIC,631370.0,2016
389,Queensland Institute of Medical Research,QLD,863910.0,2016
390,Monash University,VIC,631370.0,2016
391,University of South Australia,SA,631370.0,2016
392,Florey Institute of Neuroscience and Mental Health,VIC,697605.0,2016
393,Macfarlane Burnet Institute for Medical Research and Public Health,VIC,706370.0,2016
394,University of Melbourne,VIC,863910.0,2016
395,Queensland University of Technology,QLD,631370.0,2016
396,Australian National University,ACT,763845.0,2016
397,Baker IDI Heart and Diabetes Institute,VIC,631370.0,2016
398,University of Melbourne,VIC,863910.0,2016
399,University of Adelaide,SA,697605.0,2016
400,Queensland University of Technology,QLD,863910.0,2016
401,Queensland Institute of Medical Research,QLD,763845.0,2016
402,Baker IDI Heart and Diabetes Institute,VIC,631370.0,2016
403,University of South Australia,SA,763845.0,2016
404,Baker IDI Heart and Diabetes Institute,VIC,863910.0,2016
405,Queensland Institute of Medical Research,QLD,631370.0,2016
406,Victor Chang Cardiac Research Institute,NSW,863910.0,2016
407,University of Melbourne,VIC,763845.0,2016
408,Garvan Institute of Medical Research,NSW,863910.0,2016
409,Queensland Institute of Medical Research,QLD,631370.0,2016
410,University of Newcastle,NSW,631370.0,2016
411,University of Queensland,QLD,763845.0,2016
412,Queensland University of Technology,QLD,706370.0,2016
413,University of New South Wales,NSW,763845.0,2016
414,University of Melbourne,VIC,631370.0,2016
415,University of Western Australia,WA,763845.0,2016
416,University of Western Australia,WA,763845.0,2016
417,University of Sydney,NSW,838845.0,2016
418,University of Queensland,QLD,763845.0,2016
419,University of Sydney,NSW,863910.0,2016
420,University of Sydney,NSW,763845.0,2016
421,University of New South Wales,NSW,631370.0,2016
422,University of Sydney,NSW,863910.0,2016
423,Walter and Eliza Hall Institute,VIC,697605.0,2016
424,University of Queensland,QLD,763845.0,2016
425,Walter and Eliza Hall Institute,VIC,772605.0,2016
426,University of New South Wales,NSW,631370.0,2016
427,University of New South Wales,NSW,838845.0,2016
428,Queensland Institute of Medical Research,QLD,697605.0,2016
429,University of New South Wales,NSW,772605.0,2016
430,University of New South Wales,NSW,470144.0,2016
431,Queensland University of Technology,QLD,425048.0,2016
432,University of Queensland,QLD,425048.0,2016
433,University of Queensland,QLD,470144.0,2016
434,Queensland University of Technology,QLD,470144.0,2016
435,St Vincent's Institute of Medical Research,VIC,470144.0,2016
436,Macquarie University,NSW,425048.0,2016
437,RMIT University,VIC,470144.0,2016
438,University of New South Wales,NSW,470144.0,2016
439,University of Newcastle,NSW,470144.0,2016
440,Murdoch Childrens Research Institute,VIC,470144.0,2016
441,University of Sydney,NSW,425048.0,2016
442,University of New South Wales,NSW,425048.0,2016
443,University of Melbourne,VIC,425048.0,2016
444,Murdoch Childrens Research Institute,VIC,329100.8,2016
445,University of Queensland,QLD,470144.0,2016
446,Murdoch Childrens Research Institute,VIC,470144.0,2016
447,University of Melbourne,VIC,425048.0,2016
448,Monash University,VIC,425048.0,2016
449,Walter and Eliza Hall Institute,VIC,470144.0,2016
450,Flinders University,SA,470144.0,2016
451,University of Melbourne,VIC,425048.0,2016
452,University of Adelaide,SA,425048.0,2016
453,Murdoch Childrens Research Institute,VIC,470144.0,2016
454,University of Western Australia,WA,425048.0,2016
455,University of South Australia,SA,425048.0,2016
456,University of New South Wales,NSW,425048.0,2016
457,University of Western Australia,WA,340038.4,2016
458,University of New South Wales,NSW,470144.0,2016
459,University of Melbourne,VIC,470144.0,2016
460,University of Queensland,QLD,470144.0,2016
461,University of Melbourne,VIC,425048.0,2016
462,La Trobe University,VIC,425048.0,2016
463,University of Melbourne,VIC,425048.0,2016
464,University of New South Wales,NSW,470144.0,2016
465,Walter and Eliza Hall Institute,VIC,470144.0,2016
466,University of New South Wales,NSW,425048.0,2016
467,University of Melbourne,VIC,470144.0,2016
468,University of Sydney,NSW,470144.0,2016
469,La Trobe University,VIC,425048.0,2016
470,Australian National University,ACT,425048.0,2016
471,Queensland Institute of Medical Research,QLD,425048.0,2016
472,University of Queensland,QLD,470144.0,2016
473,University of New South Wales,NSW,340038.4,2016
474,Monash University,VIC,425048.0,2016
475,Monash University,VIC,425048.0,2016
476,Monash University,VIC,425048.0,2016
477,Walter and Eliza Hall Institute,VIC,425048.0,2016
478,Florey Institute of Neuroscience and Mental Health,VIC,425048.0,2016
479,University of Western Australia,WA,425048.0,2016
480,University of Queensland,QLD,425048.0,2016
481,University of New South Wales,NSW,425048.0,2016
482,University of South Australia,SA,470144.0,2016
483,Curtin University of Technology,WA,425048.0,2016
484,Walter and Eliza Hall Institute,VIC,470144.0,2016
485,Swinburne University of Technology,VIC,425048.0,2016
486,University of New South Wales,NSW,470144.0,2016
487,Australian National University,ACT,425048.0,2016
488,Monash University,VIC,340038.4,2016
489,University of Melbourne,VIC,425048.0,2016
490,Monash University,VIC,431000.0,2017
491,Macquarie University,NSW,431000.0,2017
492,University of Melbourne,VIC,476728.0,2017
493,University of Sydney,NSW,431000.0,2017
494,University of Melbourne,VIC,431000.0,2017
495,University of New South Wales,NSW,431000.0,2017
496,University of New South Wales,NSW,476728.0,2017
497,Monash University,VIC,476728.0,2017
498,Victoria University,VIC,431000.0,2017
499,James Cook University,QLD,431000.0,2017
500,Monash University,VIC,431000.0,2017
501,University of New South Wales,NSW,431000.0,2017
502,University of Queensland,QLD,431000.0,2017
503,University of Melbourne,VIC,431000.0,2017
504,University of New South Wales,NSW,476728.0,2017
505,James Cook University,QLD,431000.0,2017
506,Walter and Eliza Hall Institute,VIC,476728.0,2017
507,University of Melbourne,VIC,476728.0,2017
508,Murdoch Childrens Research Institute,VIC,431000.0,2017
509,Macfarlane Burnet Institute for Medical Research and Public Health,VIC,431000.0,2017
510,University of Queensland,QLD,431000.0,2017
511,University of South Australia,SA,431000.0,2017
512,University of Melbourne,VIC,431000.0,2017
513,University of Melbourne,VIC,333709.6,2017
514,University of Sydney,NSW,476728.0,2017
515,Menzies School of Health Research,NT,258600.0,2017
516,University of Newcastle,NSW,431000.0,2017
517,University of Melbourne,VIC,431000.0,2017
518,Walter and Eliza Hall Institute,VIC,431000.0,2017
519,University of Melbourne,VIC,476728.0,2017
520,University of Newcastle,NSW,431000.0,2017
521,University of New South Wales,NSW,431000.0,2017
522,Monash University,VIC,431000.0,2017
523,Murdoch Childrens Research Institute,VIC,431000.0,2017
524,University of New South Wales,NSW,476728.0,2017
525,University of New South Wales,NSW,476728.0,2017
526,Australian Catholic University,NSW,431000.0,2017
527,University of New South Wales,NSW,476728.0,2017
528,Monash University,VIC,476728.0,2017
529,University of New South Wales,NSW,476728.0,2017
530,University of New South Wales,NSW,476728.0,2017
531,University of Melbourne,VIC,431000.0,2017
532,University of Sydney,NSW,476728.0,2017
533,University of Melbourne,VIC,476728.0,2017
534,University of Melbourne,VIC,476728.0,2017
535,Deakin University,VIC,476728.0,2017
536,Australian National University,ACT,476728.0,2017
537,University of Melbourne,VIC,431000.0,2017
538,Murdoch Childrens Research Institute,VIC,476728.0,2017
539,University of Sydney,NSW,190691.2,2017
540,University of Sydney,NSW,476728.0,2017
541,University of Adelaide,SA,431000.0,2017
542,University of Sydney,NSW,258600.0,2017
543,University of New South Wales,NSW,431000.0,2017
544,Queensland Institute of Medical Research,QLD,431000.0,2017
545,University of Queensland,QLD,476728.0,2017
546,University of Sydney,NSW,431000.0,2017
547,Monash University,VIC,476728.0,2017
548,University of Wollongong,NSW,431000.0,2017
549,University of Western Australia,WA,431000.0,2017
550,Macquarie University,NSW,431000.0,2017
551,University of Queensland,QLD,322952.0,2017
552,Monash University,VIC,322952.0,2017
553,University of Adelaide,SA,322952.0,2017
554,University of Melbourne,VIC,322952.0,2017
555,University of Sydney,NSW,322952.0,2017
556,University of Western Australia,WA,344656.8,2017
557,Murdoch University,WA,322952.0,2017
558,Monash University,VIC,322952.0,2017
559,University of New South Wales,NSW,322952.0,2017
560,University of Queensland,QLD,322952.0,2017
561,University of Melbourne,VIC,306361.6,2017
562,La Trobe University,VIC,191476.0,2017
563,Curtin University of Technology,WA,322952.0,2017
564,University of Queensland,QLD,322952.0,2017
565,University of Adelaide,SA,322952.0,2017
566,University of Sydney,NSW,322952.0,2017
567,Griffith University,QLD,322952.0,2017
568,University of Adelaide,SA,322952.0,2017
569,University of Melbourne,VIC,268066.4,2017
570,University of New South Wales,NSW,322952.0,2017
571,University of Sydney,NSW,322952.0,2017
572,Menzies School of Health Research,NT,268066.4,2017
573,Murdoch Childrens Research Institute,VIC,344656.8,2017
574,University of Melbourne,VIC,229771.2,2017
575,University of New South Wales,NSW,322952.0,2017
576,University of New South Wales,NSW,322952.0,2017
577,University of New South Wales,NSW,322952.0,2017
578,University of Tasmania,TAS,322952.0,2017
579,Monash University,VIC,322952.0,2017
580,University of Adelaide,SA,322952.0,2017
581,Monash University,VIC,344656.8,2017
582,James Cook University,QLD,322952.0,2017
583,University of Tasmania,TAS,322952.0,2017
584,University of Melbourne,VIC,306361.6,2017
585,University of Queensland,QLD,322952.0,2017
586,University of Adelaide,SA,322952.0,2017
587,University of New South Wales,NSW,322952.0,2017
588,Monash University,VIC,290656.8,2017
589,Griffith University,QLD,322952.0,2017
590,University of Queensland,QLD,322952.0,2017
591,University of Sydney,NSW,322952.0,2017
592,University of Adelaide,SA,322952.0,2017
593,University of New South Wales,NSW,322952.0,2017
594,Monash University,VIC,344656.8,2017
595,University of Western Australia,WA,322952.0,2017
596,University of South Australia,SA,322952.0,2017
597,University of New South Wales,NSW,191476.0,2017
598,University of Melbourne,VIC,322952.0,2017
599,La Trobe University,VIC,322952.0,2017
600,University of New South Wales,NSW,322952.0,2017
601,University of New South Wales,NSW,322952.0,2017
602,Menzies School of Health Research,NT,333952.0,2017
603,University of Melbourne,VIC,191476.0,2017
604,Monash University,VIC,352952.0,2017
605,University of Newcastle,NSW,322952.0,2017
606,La Trobe University,VIC,290656.8,2017
607,Swinburne University of Technology,VIC,322952.0,2017
